Source IP,Destination IP,Protocol,Source Port,Destination Port,Length
192.168.1.18,20.187.186.89,6,49959,443,55
20.187.186.89,192.168.1.18,6,443,49959,66
192.168.1.18,31.13.68.57,17,52137,55326,138
31.13.68.57,192.168.1.18,17,55326,52137,106
192.168.1.18,54.192.18.37,6,51400,443,54
54.192.18.37,192.168.1.18,6,443,51400,54
192.168.1.18,54.192.18.37,6,51400,443,54
192.168.1.18,163.70.158.15,17,52137,3478,62
163.70.158.15,192.168.1.18,17,3478,52137,86
192.168.1.18,140.82.114.22,6,51566,443,54
192.168.1.18,20.205.243.168,6,51565,443,54
20.205.243.168,192.168.1.18,6,443,51565,78
20.205.243.168,192.168.1.18,6,443,51565,54
192.168.1.18,20.205.243.168,6,51565,443,54
140.82.114.22,192.168.1.18,6,443,51566,78
192.168.1.1,239.255.255.250,17,47731,1900,368
192.168.1.1,239.255.255.250,17,37797,1900,368
192.168.1.1,239.255.255.250,17,47731,1900,368
192.168.1.1,239.255.255.250,17,37797,1900,368
192.168.1.1,239.255.255.250,17,47731,1900,377
192.168.1.1,239.255.255.250,17,37797,1900,377
192.168.1.1,239.255.255.250,17,47731,1900,377
192.168.1.1,239.255.255.250,17,37797,1900,377
192.168.1.1,239.255.255.250,17,47731,1900,432
192.168.1.1,239.255.255.250,17,37797,1900,432
192.168.1.1,239.255.255.250,17,47731,1900,432
192.168.1.1,239.255.255.250,17,37797,1900,432
192.168.1.1,239.255.255.250,17,49844,1900,442
192.168.1.1,239.255.255.250,17,58945,1900,442
192.168.1.1,239.255.255.250,17,49844,1900,442
20.189.173.23,192.168.1.18,6,443,51949,153
192.168.1.18,20.189.173.23,6,51949,443,640
13.89.178.27,192.168.1.18,6,443,51950,153
192.168.1.18,13.89.178.27,6,51950,443,491
20.189.173.23,192.168.1.18,6,443,51949,1514
20.189.173.23,192.168.1.18,6,443,51949,4434
20.189.173.23,192.168.1.18,6,443,51949,544
192.168.1.18,20.189.173.23,6,51949,443,54
192.168.1.18,20.189.173.23,6,51949,443,128
192.168.1.18,20.189.173.23,6,51949,443,146
192.168.1.18,20.189.173.23,6,51949,443,531
192.168.1.18,20.189.173.23,6,51949,443,2411
13.89.178.27,192.168.1.18,6,443,51950,1514
13.89.178.27,192.168.1.18,6,443,51950,1514
192.168.1.18,13.89.178.27,6,51950,443,54
13.89.178.27,192.168.1.18,6,443,51950,1514
13.89.178.27,192.168.1.18,6,443,51950,205
192.168.1.18,13.89.178.27,6,51950,443,54
192.168.1.18,13.89.178.27,6,51950,443,4486
20.189.173.23,192.168.1.18,6,443,51949,54
20.189.173.23,192.168.1.18,6,443,51949,54
20.189.173.23,192.168.1.18,6,443,51949,54
13.89.178.27,192.168.1.18,6,443,51950,54
13.89.178.27,192.168.1.18,6,443,51950,54
13.89.178.27,192.168.1.18,6,443,51950,157
20.189.173.23,192.168.1.18,6,443,51949,157
20.189.173.23,192.168.1.18,6,443,51949,116
192.168.1.18,20.189.173.23,6,51949,443,54
192.168.1.18,20.189.173.23,6,51949,443,85
192.168.1.18,13.89.178.27,6,51950,443,54
13.89.178.27,192.168.1.18,6,443,51950,518
192.168.1.18,13.89.178.27,6,51950,443,54
192.168.1.18,13.89.178.27,6,51950,443,78
192.168.1.18,13.89.178.27,6,51950,443,54
20.189.173.23,192.168.1.18,6,443,51949,366
192.168.1.18,20.189.173.23,6,51949,443,54
13.89.178.27,192.168.1.18,6,443,51950,54
192.168.1.18,20.189.173.23,6,51949,443,54
20.189.173.23,192.168.1.18,6,443,51949,54
192.168.1.18,20.189.173.23,6,51949,443,54
192.168.1.18,192.168.1.1,17,55436,53,75
192.168.1.13,20.187.186.89,6,54143,443,55
20.187.186.89,192.168.1.13,6,443,54143,66
192.168.1.13,192.168.1.1,17,56582,53,74
192.168.1.13,192.168.1.1,17,60332,53,74
192.168.1.1,192.168.1.13,17,53,56582,90
192.168.1.1,192.168.1.13,17,53,60332,102
192.168.1.1,239.255.255.250,17,57403,1900,368
192.168.1.1,239.255.255.250,17,37799,1900,368
192.168.1.1,239.255.255.250,17,57403,1900,368
192.168.1.1,239.255.255.250,17,37799,1900,368
192.168.1.1,239.255.255.250,17,57403,1900,377
192.168.1.1,239.255.255.250,17,37799,1900,377
192.168.1.1,239.255.255.250,17,57403,1900,377
192.168.1.1,239.255.255.250,17,37799,1900,377
192.168.1.1,239.255.255.250,17,57403,1900,432
192.168.1.1,239.255.255.250,17,37799,1900,432
192.168.1.1,239.255.255.250,17,57403,1900,432
192.168.1.1,239.255.255.250,17,37799,1900,432
192.168.1.1,239.255.255.250,17,39267,1900,442
192.168.1.1,239.255.255.250,17,55611,1900,442
192.168.1.1,239.255.255.250,17,39267,1900,442
192.168.1.1,239.255.255.250,17,55611,1900,442
192.168.1.1,239.255.255.250,17,1900,1900,319
192.168.1.1,239.255.255.250,17,1900,1900,310
192.168.1.1,239.255.255.250,17,1900,1900,382
192.168.1.1,239.255.255.250,17,1900,1900,319
192.168.1.1,239.255.255.250,17,1900,1900,358
192.168.1.1,239.255.255.250,17,1900,1900,319
192.168.1.1,239.255.255.250,17,1900,1900,310
192.168.1.1,239.255.255.250,17,1900,1900,382
192.168.1.1,239.255.255.250,17,1900,1900,319
192.168.1.1,239.255.255.250,17,1900,1900,378
192.168.1.1,239.255.255.250,17,1900,1900,319
192.168.1.1,239.255.255.250,17,1900,1900,358
192.168.1.1,239.255.255.250,17,1900,1900,319
192.168.1.1,239.255.255.250,17,1900,1900,374
192.168.1.1,239.255.255.250,17,1900,1900,374
192.168.1.1,239.255.255.250,17,1900,1900,358
192.168.1.1,239.255.255.250,17,1900,1900,354
192.168.1.1,239.255.255.250,17,1900,1900,319
192.168.1.1,239.255.255.250,17,1900,1900,358
192.168.1.1,239.255.255.250,17,1900,1900,319
192.168.1.1,239.255.255.250,17,1900,1900,378
192.168.1.1,239.255.255.250,17,1900,1900,319
192.168.1.1,239.255.255.250,17,1900,1900,358
192.168.1.1,239.255.255.250,17,1900,1900,319
192.168.1.1,239.255.255.250,17,1900,1900,374
192.168.1.1,239.255.255.250,17,1900,1900,374
192.168.1.1,239.255.255.250,17,1900,1900,358
192.168.1.1,239.255.255.250,17,1900,1900,354
192.168.1.1,239.255.255.250,17,1900,1900,366
192.168.1.1,239.255.255.250,17,1900,1900,342
192.168.1.1,239.255.255.250,17,1900,1900,390
192.168.1.1,239.255.255.250,17,1900,1900,376
192.168.1.1,239.255.255.250,17,1900,1900,386
192.168.1.1,239.255.255.250,17,1900,1900,374
192.168.1.1,239.255.255.250,17,1900,1900,372
192.168.1.1,239.255.255.250,17,1900,1900,366
192.168.1.1,239.255.255.250,17,1900,1900,388
192.168.1.1,239.255.255.250,17,1900,1900,368
192.168.1.1,239.255.255.250,17,1900,1900,386
192.168.1.1,239.255.255.250,17,1900,1900,366
192.168.1.1,239.255.255.250,17,1900,1900,342
192.168.1.1,239.255.255.250,17,1900,1900,390
192.168.1.1,239.255.255.250,17,1900,1900,376
192.168.1.1,239.255.255.250,17,1900,1900,386
192.168.1.1,239.255.255.250,17,1900,1900,374
192.168.1.1,239.255.255.250,17,1900,1900,372
192.168.1.1,239.255.255.250,17,1900,1900,366
192.168.1.1,239.255.255.250,17,1900,1900,388
192.168.1.1,239.255.255.250,17,1900,1900,368
192.168.1.1,239.255.255.250,17,1900,1900,386
192.168.1.1,239.255.255.250,17,45977,1900,368
192.168.1.1,239.255.255.250,17,51423,1900,368
192.168.1.1,239.255.255.250,17,45977,1900,368
192.168.1.1,239.255.255.250,17,51423,1900,368
192.168.1.1,239.255.255.250,17,45977,1900,377
192.168.1.1,239.255.255.250,17,51423,1900,377
192.168.1.1,239.255.255.250,17,45977,1900,377
192.168.1.1,239.255.255.250,17,51423,1900,377
192.168.1.1,239.255.255.250,17,45977,1900,432
192.168.1.1,239.255.255.250,17,51423,1900,432
192.168.1.1,239.255.255.250,17,45977,1900,432
192.168.1.1,239.255.255.250,17,51423,1900,432
192.168.1.1,239.255.255.250,17,43715,1900,442
192.168.1.1,239.255.255.250,17,54754,1900,442
192.168.1.1,239.255.255.250,17,43715,1900,442
192.168.1.1,239.255.255.250,17,54754,1900,442
192.168.1.13,192.168.1.1,17,53014,53,78
192.168.1.13,192.168.1.1,17,49358,53,78
192.168.1.13,192.168.1.1,17,57654,53,78
192.168.1.1,192.168.1.13,17,53,49358,181
192.168.1.1,192.168.1.13,17,53,53014,205
192.168.1.1,192.168.1.13,17,53,57654,196
192.168.1.13,40.79.156.133,6,53553,8883,85
40.79.156.133,192.168.1.13,6,8883,53553,85
192.168.1.13,40.79.156.133,6,53553,8883,54
192.168.1.13,104.16.84.69,6,53334,443,78
192.168.1.13,192.168.1.1,17,56582,53,86
192.168.1.13,192.168.1.1,17,60332,53,86
192.168.1.1,192.168.1.13,17,53,60332,290
192.168.1.1,192.168.1.13,17,53,56582,249
192.168.1.13,104.16.84.69,6,54207,443,66
104.16.84.69,192.168.1.13,6,443,54207,66
192.168.1.13,104.16.84.69,6,54207,443,54
192.168.1.13,104.16.84.69,6,54207,443,571
104.16.84.69,192.168.1.13,6,443,54207,54
104.16.84.69,192.168.1.13,6,443,54207,2974
192.168.1.13,104.16.84.69,6,54207,443,54
104.16.84.69,192.168.1.13,6,443,54207,1096
192.168.1.13,104.16.84.69,6,54207,443,134
192.168.1.13,104.16.84.69,6,54207,443,276
192.168.1.13,104.16.84.69,6,53334,443,78
104.16.84.69,192.168.1.13,6,443,54207,54
104.16.84.69,192.168.1.13,6,443,54207,1332
192.168.1.13,104.16.84.69,6,54207,443,54
192.168.1.13,104.16.84.69,6,53334,443,78
192.168.1.13,192.168.1.1,17,56582,53,76
192.168.1.13,192.168.1.1,17,60332,53,76
192.168.1.1,192.168.1.13,17,53,56582,128
192.168.1.1,192.168.1.13,17,53,60332,170
192.168.1.13,20.189.79.72,17,57655,123,90
20.189.79.72,192.168.1.13,17,123,57655,90
192.168.1.13,104.16.84.69,6,53334,443,78
192.168.1.1,239.255.255.250,17,34672,1900,368
192.168.1.1,239.255.255.250,17,36949,1900,368
192.168.1.13,20.187.186.89,6,54143,443,55
20.187.186.89,192.168.1.13,6,443,54143,66
192.168.1.1,239.255.255.250,17,34672,1900,368
192.168.1.1,239.255.255.250,17,36949,1900,368
192.168.1.13,104.16.84.69,6,53334,443,78
192.168.1.1,239.255.255.250,17,34672,1900,377
192.168.1.1,239.255.255.250,17,36949,1900,377
192.168.1.1,239.255.255.250,17,34672,1900,377
192.168.1.1,239.255.255.250,17,36949,1900,377
192.168.1.1,239.255.255.250,17,34672,1900,432
192.168.1.1,239.255.255.250,17,36949,1900,432
192.168.1.1,239.255.255.250,17,34672,1900,432
192.168.1.1,239.255.255.250,17,36949,1900,432
192.168.1.1,239.255.255.250,17,39996,1900,442
192.168.1.1,239.255.255.250,17,44940,1900,442
192.168.1.1,239.255.255.250,17,39996,1900,442
192.168.1.1,239.255.255.250,17,44940,1900,442
192.168.1.13,104.16.84.69,6,53334,443,78
192.168.1.13,104.16.84.69,6,53334,443,78
192.168.1.13,104.16.84.69,6,53382,443,78
192.168.1.13,104.16.84.69,6,53382,443,54
192.168.1.13,192.168.1.1,17,56582,53,86
192.168.1.1,192.168.1.13,17,53,56582,244
192.168.1.13,104.16.84.69,6,54208,443,66
104.16.84.69,192.168.1.13,6,443,54208,66
192.168.1.13,104.16.84.69,6,54208,443,54
192.168.1.13,104.16.84.69,6,54208,443,571
104.16.84.69,192.168.1.13,6,443,54208,54
104.16.84.69,192.168.1.13,6,443,54208,2974
104.16.84.69,192.168.1.13,6,443,54208,1096
192.168.1.13,104.16.84.69,6,54208,443,54
192.168.1.13,104.16.84.69,6,54208,443,134
192.168.1.13,104.16.84.69,6,54208,443,276
104.16.84.69,192.168.1.13,6,443,54208,54
104.16.84.69,192.168.1.13,6,443,54208,1332
192.168.1.13,104.16.84.69,6,54208,443,254
192.168.1.13,104.16.84.69,6,53382,443,78
104.16.84.69,192.168.1.13,6,443,54208,604
192.168.1.13,104.16.84.69,6,54208,443,54
192.168.1.13,192.168.1.1,17,60332,53,84
192.168.1.13,192.168.1.1,17,56582,53,84
192.168.1.1,192.168.1.13,17,53,60332,100
192.168.1.1,192.168.1.13,17,53,56582,112
192.168.1.13,104.16.84.69,6,53382,443,78
192.168.1.13,104.16.84.69,6,53382,443,78
192.168.1.13,104.16.84.69,6,53334,443,78
192.168.1.13,104.16.84.69,6,53382,443,78
192.168.1.13,104.16.84.69,6,53382,443,78
192.168.1.13,104.16.84.69,6,53334,443,78
192.168.1.13,104.16.84.69,6,53382,443,78
192.168.1.13,192.168.1.1,17,60332,53,74
192.168.1.13,192.168.1.1,17,56582,53,74
192.168.1.1,192.168.1.13,17,53,60332,106
192.168.1.1,192.168.1.13,17,53,56582,130
192.168.1.13,104.16.84.69,6,53334,443,54
192.168.1.1,239.255.255.250,17,35581,1900,368
192.168.1.1,239.255.255.250,17,37862,1900,368
192.168.1.1,239.255.255.250,17,35581,1900,368
192.168.1.1,239.255.255.250,17,37862,1900,368
192.168.1.1,239.255.255.250,17,35581,1900,377
192.168.1.1,239.255.255.250,17,37862,1900,377
192.168.1.1,239.255.255.250,17,35581,1900,377
192.168.1.1,239.255.255.250,17,37862,1900,377
192.168.1.1,239.255.255.250,17,35581,1900,432
192.168.1.1,239.255.255.250,17,37862,1900,432
192.168.1.1,239.255.255.250,17,35581,1900,432
192.168.1.1,239.255.255.250,17,37862,1900,432
192.168.1.1,239.255.255.250,17,35797,1900,442
192.168.1.1,239.255.255.250,17,42783,1900,442
192.168.1.1,239.255.255.250,17,35797,1900,442
192.168.1.1,239.255.255.250,17,42783,1900,442
192.168.1.13,192.168.1.1,17,60332,53,77
192.168.1.13,192.168.1.1,17,56582,53,77
192.168.1.1,192.168.1.13,17,53,60332,184
192.168.1.1,192.168.1.13,17,53,56582,202
192.168.1.13,54.192.18.16,6,54210,443,66
54.192.18.16,192.168.1.13,6,443,54210,66
192.168.1.13,54.192.18.16,6,54210,443,54
192.168.1.13,54.192.18.16,6,54210,443,364
54.192.18.16,192.168.1.13,6,443,54210,54
54.192.18.16,192.168.1.13,6,443,54210,201
192.168.1.13,54.192.18.16,6,54210,443,237
54.192.18.16,192.168.1.13,6,443,54210,54
54.192.18.16,192.168.1.13,6,443,54210,700
192.168.1.13,54.192.18.16,6,54210,443,54
192.168.1.13,104.16.84.69,6,53382,443,54
192.168.1.1,239.255.255.250,17,39029,1900,368
192.168.1.1,239.255.255.250,17,57288,1900,368
192.168.1.1,239.255.255.250,17,39029,1900,368
192.168.1.1,239.255.255.250,17,57288,1900,368
192.168.1.1,239.255.255.250,17,39029,1900,377
192.168.1.1,239.255.255.250,17,57288,1900,377
192.168.1.1,239.255.255.250,17,39029,1900,377
192.168.1.1,239.255.255.250,17,57288,1900,377
192.168.1.1,239.255.255.250,17,39029,1900,432
192.168.1.1,239.255.255.250,17,57288,1900,432
192.168.1.1,239.255.255.250,17,39029,1900,432
192.168.1.1,239.255.255.250,17,57288,1900,432
192.168.1.1,239.255.255.250,17,57446,1900,442
192.168.1.1,239.255.255.250,17,33726,1900,442
192.168.1.1,239.255.255.250,17,57446,1900,442
192.168.1.1,239.255.255.250,17,33726,1900,442
192.168.1.13,192.168.1.1,17,60332,53,87
192.168.1.13,192.168.1.1,17,56582,53,87
192.168.1.1,192.168.1.13,17,53,60332,103
192.168.1.13,192.168.1.1,17,56582,53,87
192.168.1.1,192.168.1.13,17,53,56582,115
192.168.1.13,20.187.186.89,6,54143,443,55
20.187.186.89,192.168.1.13,6,443,54143,66
192.168.1.13,192.168.1.1,17,60332,53,72
192.168.1.13,192.168.1.1,17,60590,53,72
192.168.1.13,192.168.1.1,17,53870,53,79
192.168.1.13,192.168.1.1,17,57738,53,79
192.168.1.13,192.168.1.1,17,60590,53,72
192.168.1.13,192.168.1.1,17,60332,53,72
192.168.1.13,192.168.1.1,17,57738,53,79
192.168.1.13,192.168.1.1,17,53870,53,79
192.168.1.1,192.168.1.13,17,53,60332,120
192.168.1.1,192.168.1.13,17,53,53870,95
192.168.1.1,192.168.1.13,17,53,57738,142
192.168.1.13,34.111.35.151,17,49354,443,1292
192.168.1.13,34.111.35.151,17,49354,443,1292
192.168.1.1,192.168.1.13,17,53,60590,156
34.111.35.151,192.168.1.13,17,443,49354,1292
34.111.35.151,192.168.1.13,17,443,49354,1292
192.168.1.13,34.111.35.151,17,49354,443,206
192.168.1.13,34.111.35.151,17,49354,443,1288
192.168.1.13,34.111.35.151,17,49354,443,285
34.111.35.151,192.168.1.13,17,443,49354,626
34.111.35.151,192.168.1.13,17,443,49354,163
34.111.35.151,192.168.1.13,17,443,49354,65
192.168.1.13,34.111.35.151,17,49354,443,73
34.111.35.151,192.168.1.13,17,443,49354,203
192.168.1.13,34.111.35.151,17,49354,443,77
34.111.35.151,192.168.1.13,17,443,49354,66
192.168.1.13,192.168.1.1,17,63256,53,77
192.168.1.13,192.168.1.1,17,61655,53,77
192.168.1.1,192.168.1.13,17,53,63256,205
192.168.1.1,192.168.1.13,17,53,61655,159
192.168.1.13,52.43.101.88,6,54212,443,66
52.43.101.88,192.168.1.13,6,443,54212,66
192.168.1.13,52.43.101.88,6,54212,443,54
192.168.1.13,52.43.101.88,6,54212,443,2029
52.43.101.88,192.168.1.13,6,443,54212,54
52.43.101.88,192.168.1.13,6,443,54212,54
52.43.101.88,192.168.1.13,6,443,54212,4434
52.43.101.88,192.168.1.13,6,443,54212,878
192.168.1.13,52.43.101.88,6,54212,443,54
192.168.1.13,52.43.101.88,6,54212,443,118
192.168.1.13,52.43.101.88,6,54212,443,146
192.168.1.13,52.43.101.88,6,54212,443,416
192.168.1.13,52.43.101.88,6,54212,443,1679
52.43.101.88,192.168.1.13,6,443,54212,54
52.43.101.88,192.168.1.13,6,443,54212,54
52.43.101.88,192.168.1.13,6,443,54212,200
52.43.101.88,192.168.1.13,6,443,54212,125
192.168.1.13,52.43.101.88,6,54212,443,54
192.168.1.13,52.43.101.88,6,54212,443,85
52.43.101.88,192.168.1.13,6,443,54212,294
52.43.101.88,192.168.1.13,6,443,54212,85
192.168.1.13,52.43.101.88,6,54212,443,54
52.43.101.88,192.168.1.13,6,443,54212,54
20.187.186.89,192.168.1.13,6,443,54143,113
192.168.1.13,20.187.186.89,6,54143,443,120
20.187.186.89,192.168.1.13,6,443,54143,54
192.168.1.1,239.255.255.250,17,34511,1900,368
192.168.1.1,239.255.255.250,17,41385,1900,368
192.168.1.1,239.255.255.250,17,34511,1900,368
192.168.1.1,239.255.255.250,17,41385,1900,368
192.168.1.1,239.255.255.250,17,34511,1900,377
192.168.1.1,239.255.255.250,17,41385,1900,377
192.168.1.1,239.255.255.250,17,34511,1900,377
192.168.1.1,239.255.255.250,17,41385,1900,377
192.168.1.1,239.255.255.250,17,34511,1900,432
192.168.1.1,239.255.255.250,17,41385,1900,432
192.168.1.1,239.255.255.250,17,34511,1900,432
192.168.1.1,239.255.255.250,17,41385,1900,432
192.168.1.1,239.255.255.250,17,33598,1900,442
192.168.1.1,239.255.255.250,17,54519,1900,442
192.168.1.1,239.255.255.250,17,33598,1900,442
192.168.1.1,239.255.255.250,17,54519,1900,442
192.168.1.13,40.79.156.133,6,53553,8883,85
40.79.156.133,192.168.1.13,6,8883,53553,85
192.168.1.13,40.79.156.133,6,53553,8883,54
192.168.1.1,239.255.255.250,17,57248,1900,368
192.168.1.1,239.255.255.250,17,33098,1900,368
192.168.1.1,239.255.255.250,17,57248,1900,368
192.168.1.1,239.255.255.250,17,33098,1900,368
192.168.1.1,239.255.255.250,17,57248,1900,377
192.168.1.1,239.255.255.250,17,33098,1900,377
192.168.1.1,239.255.255.250,17,57248,1900,377
192.168.1.1,239.255.255.250,17,33098,1900,377
192.168.1.1,239.255.255.250,17,57248,1900,432
192.168.1.1,239.255.255.250,17,33098,1900,432
192.168.1.1,239.255.255.250,17,57248,1900,432
192.168.1.1,239.255.255.250,17,33098,1900,432
192.168.1.1,239.255.255.250,17,53467,1900,442
192.168.1.1,239.255.255.250,17,38572,1900,442
192.168.1.1,239.255.255.250,17,53467,1900,442
192.168.1.1,239.255.255.250,17,38572,1900,442
192.168.1.13,52.43.101.88,6,54212,443,55
52.43.101.88,192.168.1.13,6,443,54212,66
192.168.1.1,239.255.255.250,17,33222,1900,368
192.168.1.1,239.255.255.250,17,52955,1900,368
192.168.1.1,239.255.255.250,17,33222,1900,368
192.168.1.1,239.255.255.250,17,52955,1900,368
192.168.1.1,239.255.255.250,17,33222,1900,377
192.168.1.1,239.255.255.250,17,52955,1900,377
192.168.1.1,239.255.255.250,17,33222,1900,377
192.168.1.1,239.255.255.250,17,52955,1900,377
192.168.1.1,239.255.255.250,17,33222,1900,432
192.168.1.1,239.255.255.250,17,52955,1900,432
192.168.1.1,239.255.255.250,17,33222,1900,432
192.168.1.1,239.255.255.250,17,52955,1900,432
192.168.1.1,239.255.255.250,17,58157,1900,442
192.168.1.1,239.255.255.250,17,48235,1900,442
192.168.1.1,239.255.255.250,17,58157,1900,442
192.168.1.1,239.255.255.250,17,48235,1900,442
192.168.1.13,20.187.186.89,6,54143,443,55
20.187.186.89,192.168.1.13,6,443,54143,66
192.168.1.13,192.168.1.1,17,63256,53,75
192.168.1.13,192.168.1.1,17,61655,53,75
192.168.1.1,192.168.1.13,17,53,63256,91
192.168.1.13,192.168.1.1,17,61655,53,75
192.168.1.1,192.168.1.13,17,53,61655,103
192.168.1.13,192.168.1.1,17,63256,53,79
192.168.1.13,192.168.1.1,17,57985,53,79
192.168.1.13,192.168.1.1,17,57985,53,79
192.168.1.13,192.168.1.1,17,63256,53,79
192.168.1.1,192.168.1.13,17,53,57985,131
192.168.1.1,192.168.1.13,17,53,63256,119
192.168.1.1,239.255.255.250,17,40251,1900,368
192.168.1.1,239.255.255.250,17,43852,1900,368
192.168.1.1,239.255.255.250,17,40251,1900,368
192.168.1.1,239.255.255.250,17,43852,1900,368
192.168.1.1,239.255.255.250,17,40251,1900,377
192.168.1.1,239.255.255.250,17,43852,1900,377
192.168.1.1,239.255.255.250,17,40251,1900,377
192.168.1.1,239.255.255.250,17,43852,1900,377
192.168.1.1,239.255.255.250,17,40251,1900,432
192.168.1.1,239.255.255.250,17,43852,1900,432
192.168.1.13,52.43.101.88,6,54212,443,54
192.168.1.1,239.255.255.250,17,40251,1900,432
192.168.1.1,239.255.255.250,17,43852,1900,432
192.168.1.1,239.255.255.250,17,40479,1900,442
192.168.1.1,239.255.255.250,17,59643,1900,442
52.43.101.88,192.168.1.13,6,443,54212,54
192.168.1.13,52.43.101.88,6,54212,443,54
192.168.1.1,239.255.255.250,17,40479,1900,442
192.168.1.1,239.255.255.250,17,59643,1900,442
192.168.1.13,54.192.18.16,6,54210,443,54
54.192.18.16,192.168.1.13,6,443,54210,54
192.168.1.13,54.192.18.16,6,54210,443,54
192.168.1.1,239.255.255.250,17,54637,1900,368
192.168.1.1,239.255.255.250,17,38913,1900,368
192.168.1.1,239.255.255.250,17,54637,1900,368
192.168.1.1,239.255.255.250,17,38913,1900,368
192.168.1.1,239.255.255.250,17,54637,1900,377
192.168.1.1,239.255.255.250,17,38913,1900,377
192.168.1.1,239.255.255.250,17,54637,1900,377
192.168.1.1,239.255.255.250,17,38913,1900,377
192.168.1.1,239.255.255.250,17,54637,1900,432
192.168.1.1,239.255.255.250,17,38913,1900,432
192.168.1.1,239.255.255.250,17,54637,1900,432
192.168.1.1,239.255.255.250,17,38913,1900,432
192.168.1.1,239.255.255.250,17,49984,1900,442
192.168.1.1,239.255.255.250,17,58039,1900,442
192.168.1.1,239.255.255.250,17,49984,1900,442
192.168.1.1,239.255.255.250,17,58039,1900,442
192.168.1.13,40.79.156.133,6,53553,8883,85
40.79.156.133,192.168.1.13,6,8883,53553,85
192.168.1.13,40.79.156.133,6,53553,8883,54
192.168.1.13,20.187.186.89,6,54143,443,55
20.187.186.89,192.168.1.13,6,443,54143,66
192.168.1.1,239.255.255.250,17,43144,1900,368
192.168.1.1,239.255.255.250,17,33413,1900,368
192.168.1.13,192.168.1.1,17,52519,53,82
192.168.1.13,192.168.1.1,17,60383,53,82
192.168.1.13,192.168.1.1,17,58946,53,82
192.168.1.1,192.168.1.13,17,53,52519,167
192.168.1.1,192.168.1.13,17,53,60383,127
192.168.1.1,192.168.1.13,17,53,58946,167
192.168.1.13,117.18.232.200,6,54215,443,66
117.18.232.200,192.168.1.13,6,443,54215,66
192.168.1.13,117.18.232.200,6,54215,443,54
192.168.1.13,117.18.232.200,6,54215,443,628
192.168.1.1,239.255.255.250,17,43144,1900,368
192.168.1.1,239.255.255.250,17,33413,1900,368
117.18.232.200,192.168.1.13,6,443,54215,54
117.18.232.200,192.168.1.13,6,443,54215,153
192.168.1.13,117.18.232.200,6,54215,443,662
117.18.232.200,192.168.1.13,6,443,54215,2974
117.18.232.200,192.168.1.13,6,443,54215,1230
192.168.1.13,117.18.232.200,6,54215,443,54
117.18.232.200,192.168.1.13,6,443,54215,1514
117.18.232.200,192.168.1.13,6,443,54215,947
192.168.1.13,117.18.232.200,6,54215,443,54
192.168.1.13,117.18.232.200,6,54215,443,128
192.168.1.13,117.18.232.200,6,54215,443,146
192.168.1.13,117.18.232.200,6,54215,443,469
117.18.232.200,192.168.1.13,6,443,54215,564
117.18.232.200,192.168.1.13,6,443,54215,162
117.18.232.200,192.168.1.13,6,443,54215,54
117.18.232.200,192.168.1.13,6,443,54215,85
117.18.232.200,192.168.1.13,6,443,54215,397
192.168.1.13,117.18.232.200,6,54215,443,54
192.168.1.13,117.18.232.200,6,54215,443,85
192.168.1.1,239.255.255.250,17,43144,1900,377
192.168.1.1,239.255.255.250,17,33413,1900,377
117.18.232.200,192.168.1.13,6,443,54215,54
192.168.1.1,239.255.255.250,17,43144,1900,377
192.168.1.1,239.255.255.250,17,33413,1900,377
192.168.1.1,239.255.255.250,17,43144,1900,432
192.168.1.1,239.255.255.250,17,33413,1900,432
192.168.1.1,239.255.255.250,17,43144,1900,432
192.168.1.1,239.255.255.250,17,33413,1900,432
192.168.1.1,239.255.255.250,17,43127,1900,442
192.168.1.1,239.255.255.250,17,54744,1900,442
192.168.1.1,239.255.255.250,17,43127,1900,442
192.168.1.1,239.255.255.250,17,54744,1900,442
192.168.1.13,192.168.1.1,17,53013,53,72
192.168.1.13,192.168.1.1,17,60510,53,79
192.168.1.1,192.168.1.13,17,53,60510,79
192.168.1.13,34.111.35.151,17,62845,443,1292
192.168.1.13,34.111.35.151,17,62845,443,1292
192.168.1.1,192.168.1.13,17,53,53013,120
34.111.35.151,192.168.1.13,17,443,62845,1292
34.111.35.151,192.168.1.13,17,443,62845,1292
192.168.1.13,34.111.35.151,17,62845,443,210
192.168.1.13,34.111.35.151,6,54217,443,66
192.168.1.13,34.111.35.151,17,62845,443,1288
192.168.1.13,34.111.35.151,17,62845,443,285
34.111.35.151,192.168.1.13,6,443,54217,66
34.111.35.151,192.168.1.13,17,443,62845,626
34.111.35.151,192.168.1.13,17,443,62845,163
192.168.1.13,34.111.35.151,6,54217,443,54
34.111.35.151,192.168.1.13,17,443,62845,65
192.168.1.13,34.111.35.151,6,54217,443,2075
34.111.35.151,192.168.1.13,17,443,62845,203
192.168.1.13,34.111.35.151,17,62845,443,73
192.168.1.13,34.111.35.151,17,62845,443,77
34.111.35.151,192.168.1.13,6,443,54217,54
34.111.35.151,192.168.1.13,6,443,54217,54
34.111.35.151,192.168.1.13,6,443,54217,266
192.168.1.13,34.111.35.151,6,54217,443,118
34.111.35.151,192.168.1.13,17,443,62845,66
34.111.35.151,192.168.1.13,6,443,54217,672
192.168.1.13,34.111.35.151,6,54217,443,54
192.168.1.13,192.168.1.1,17,60510,53,77
192.168.1.13,192.168.1.1,17,53013,53,77
